entry_id,sense_id,sense_group,pos,gloss_ru,labels,refs,raw_block,confidence_parse
10,4,paren,,беспорядочно; аай-коой јок ажанар беспорядочно кушать,,,беспорядочно; аай-коой јок ажанар беспорядочно кушать;,0.8
10,5,paren,,очень сильно; ужасно; невероятно; аай-коой јок байыыр невероятно разбогатеть,,ср. аай јок,"очень сильно; ужасно; невероятно; …Эжиктиҥ кӱзӱҥизи аай-коой jок шыҥырай берди (Б. Укачин) …Очень сильно зазвенел дверной звонок; аай-коой јок байыыр невероятно разбогатеть; ср. аай јок, аай-баш јок",0.9
11,1,none,,"см. аай-баш, аай-тӧӧй",,см. аай-баш,"см. аай-баш, аай-тӧӧй",0.6
12,1,paren,,беспорядочный,,,беспорядочный; аай-теей јок јӱрӱм беспорядочная жизнь;,0.8
12,2,paren,,очень сильный; ужасный; невероятный; аай-теей јок туман невероятный туман,,,очень сильный; ужасный; невероятный; аай-теей јок јааш очень сильный дождь; аай-теей јок туман невероятный туман;,0.9
12,3,paren,,"перен. сумасбродный, взбалмошный; аайтеей јок ӱй кижи взбалмошная женщина; сильно; ужасно; невероятно; аайы-теейи jок чакпыланган суулар очень сильно бурлящие реки; аай-теей јок айткыланар ужасно ругаться",перен.,ср. аай-баш јок,"перен. сумасбродный, взбалмошный; аайтеей јок ӱй кижи взбалмошная женщина; сильно; ужасно; невероятно; аайы-теейи jок чакпыланган суулар очень сильно бурлящие реки; аай-теей јок айткыланар ужасно ругаться; ср. аай-баш јок",1.0
13,1,paren,,"порядок, система",,,"порядок, система; ончо немеде аай-тӧӧй бар во всём есть порядок;",0.8
13,2,paren,,"суть, сущность",,,"суть, сущность; Эмдиги калык-jон ненемениҥ аайы-тӧӧйин чик jок ичкери, ажындыра кӧрӱп jат (Б. Укачин) Современный народ суть чего-либо видит значительно вперёд, заранее",0.9
14,1,none,,см. аай-теей јок,,см. аай-теей јок,см. аай-теей јок,0.6
15,1,paren,,понимать; ол алтайлап аайлап турган он по-алтайски понимает; мен сени аайлабадым я тебя не понял,,,понимать; оҥдо-; ол алтайлап аайлап турган он по-алтайски понимает; мен сени аайлабадым я тебя не понял;,0.9
15,2,paren,,"понимать, соображать, разбираться; ориентироваться; кеендикти аайлаар понимать искусство; алгебраны аайлаар соображать по алгебре; картаны jакшы айлаар хорошо ориентироваться по карте",,,"понимать, соображать, разбираться; ориентироваться; кеендикти аайлаар понимать искусство; алгебраны аайлаар соображать по алгебре; картаны jакшы айлаар хорошо ориентироваться по карте; [Буучай] чеденниҥ эжигинде чӱмдӱ сомокты jӱк арайдаҥ аайлап, кирип барды (Н. Бельчекова) [Буучай], кое-как разобравшись с замысловатым замком на дверях забора, зашёл внутрь;",0.9
15,3,paren,,"толковать, объяснять; сурактыҥ учурын аайлап берер объяснить суть вопроса",,ср. јарта-,"толковать, объяснять; ср. јарта-; сурактыҥ учурын аайлап берер объяснить суть вопроса;",0.9
15,4,paren,,"приводить в порядок; улучшать; налаживать, поправлять; керектерин аайлап салар привести в порядок дела",,,"приводить в порядок; улучшать; налаживать, поправлять; керектерин аайлап салар привести в порядок дела;",0.9
15,5,paren,,"прибираться, убираться; наводить порядок; тураныҥ ичин аайлап салар прибраться в доме",,,"прибираться, убираться; наводить порядок; тураныҥ ичин аайлап салар прибраться в доме; ♦ аайлап салар",0.9
15,6,paren,,"покончить, разобраться с кем-л., чем-л.",,,"покончить, разобраться с кем-л., чем-л.;",0.8
15,7,paren,,убить кого-л.,,,убить кого-л.,0.8
16,1,paren,,"страд. от аайла- 1, 2, 4, 5; сурак аайлалган вопрос был понят; керектер аайлалган дела налажены; кыптыҥ ичи аайлалган в комнате прибрано",страд.,,"страд. от аайла- 1, 2, 4, 5; сурак аайлалган вопрос был понят; керектер аайлалган дела налажены; кыптыҥ ичи аайлалган в комнате прибрано;",1.0
16,2,paren,,"различаться, распознаваться; ср. таныл-",,ср. таныл-,"различаться, распознаваться; ср. таныл-; Кем, не керектӱ кыйгырып турган, ӱни торт аайлалбайт (Э. Тоюшев) Кто, почему кричит, голос совсем не распознаётся",0.9
17,1,paren,,"возвр. от аайла- 1, 2, 4, 5; караҥуйда аайланып болбос не суметь сориентироваться в темноте; тураныҥ ичи аайланган дом приведён в порядок; ӧбӧгӧнниҥ су-кадыгы аайланды здоровье мужчины улучшилось",возвр.;С.,,"возвр. от аайла- 1, 2, 4, 5; - ланбай отурганын» — деп, акам шымыранат (Д. Кыдыев) «Посмотри-ка на него, из-за страха не может сообразить», — шепчет мой старший брат; Черӱнеҥ jаҥы келген бала ондый да болбой. Эмеш аайланып алза... (Д. Каинчин) Парень, только что пришедший из армии, конечно, будет таким. Когда немного разберётся…; караҥуйда аайланып болбос не суметь сориентироваться в темноте; тураныҥ ичи аайланган дом приведён в порядок; ӧбӧгӧнниҥ су-кадыгы аайланды здоровье мужчины улучшилось; Оныҥ тӧрӧӧндӧри коркышту кудайзак улус болгон ине. Олорго jӱрбей барарда, керек там аайланган (С. Суразаков) Его родственники были ведь очень религиозными. Когда перестал к ним ходить, дело наладилось ещё лучше",1.0
18,1,paren,,"ориентирование, ориентация; тӱнде оныҥ аайланыжы коомой ночью у него ориентация плохая",,,"ориентирование, ориентация; тӱнде оныҥ аайланыжы коомой ночью у него ориентация плохая;",0.9
18,2,paren,,улучшение; су-кадыктыҥ аайланыжы улучшение здоровья,,,улучшение; су-кадыктыҥ аайланыжы улучшение здоровья,0.8
19,1,paren,,взаимн.-совм. от аайла-; эки кижи бой-бойын аайлашты два человека поняли друг друга; ол меге задачаныҥ бодолгозын аайлашты он помог мне разобраться в решении задачи; шылтагын кожо аайлажар; вместе объяснить причину; керектерди аайлажар вместе налаживать дела; айылдыҥ ичин аайлажар вместе прибираться в доме,взаимн.,,взаимн.-совм. от аайла-; эки кижи бой-бойын аайлашты два человека поняли друг друга; ол меге задачаныҥ бодолгозын аайлашты он помог мне разобраться в решении задачи; шылтагын кожо аайлажар; вместе объяснить причину; керектерди аайлажар вместе налаживать дела; айылдыҥ ичин аайлажар вместе прибираться в доме;,1.0
19,2,paren,,разбираться с кем-л.,,,"разбираться с кем-л.; Койыҥ артып калза, олор бойына кожуп алар. Оноҥ олорло аайлажып кӧр (Д. Каинчин) Если твоя овца отстанет, они присоединят её к своим овцам (букв. к себе). Потом попробуй с ними разобраться",0.9
20,1,paren,,понимание; улус ортодо аайлаш болор керек между людьми должно быть понимание,,,понимание; улус ортодо аайлаш болор керек между людьми должно быть понимание;,0.8
20,2,paren,,"приведение в порядок; улучшение, налаживание; керектер аайлаш налаживание дел",,,"приведение в порядок; улучшение, налаживание; керектер аайлаш налаживание дел;",0.8
20,3,paren,,уборка; приведение в порядок; тура аайлаш уборка дома; кийим- -,,,уборка; приведение в порядок; тура аайлаш уборка дома; кийим- -,0.8
20,4,paren,,разбирать,,,"разбирать; [Борбок-Кара] јаҥыс ла меҥдеп, штаныныҥ сырканчактарын аайлаштырып болбой, бирӱзине кийип, оноҥ ойто бирӱзине кийип шыралайт (Б. Укачин) [Борбок-Кара] только спеша, не разбирая штанины, мучается, надевая то одну, то другую;",0.9
20,5,paren,,"отличать, различать, распознавать; ср. ылгаштыр-",,ср. ылгаштыр-,"отличать, различать, распознавать; ол ӧҥдӧрди аайлаштырбайт он не различает цвета; ср. ылгаштыр-",0.9
21,1,paren,,"толковый, разумный, дельный, путный; аайлу специалист толковый специалист; аайлу кижи болгон болзо, болужып берер эди если бы был разумным человеком, помог бы; аайлу куучын путный разговор",,,"толковый, разумный, дельный, путный; аайлу специалист толковый специалист; аайлу кижи болгон болзо, болужып берер эди если бы был разумным человеком, помог бы; аайлу куучын путный разговор;",0.9
21,2,paren,,"сносный, терпимый, нормальный; ол аайлу иште иштеп јат он работает на сносной работе; аайлу курсак та јок нормальной еды то нет",,,"сносный, терпимый, нормальный; ол аайлу иште иштеп јат он работает на сносной работе; аайлу курсак та јок нормальной еды то нет;",0.9
21,3,paren,,"лучше; Олорды бистеҥ аайлу деп пе? Хотите сказать, что они лучше нас?",,,"лучше; Олорды бистеҥ аайлу деп пе? Хотите сказать, что они лучше нас?;",0.8
21,4,dot,нареч.,"нареч. сносно, терпимо, нормально; оныҥ айалгазы аайлу эмтир его положение терпимо, оказывается",,,"нареч. сносно, терпимо, нормально; оныҥ айалгазы аайлу эмтир его положение терпимо, оказывается; ♦ не аайлу",1.0
21,5,paren,,как сильно,,,как сильно;,0.8
21,6,paren,,как много,,,как много,0.6
22,1,none,,"будто, словно, наподобие; ср. айас II 1; jакыган аайлу айдар говорить, будто в назидание; кайкаган аайлу кӧрӧр смотреть, словно удивляясь; ойдык аайлу jep место наподобие впадины; кокыр аайлу ӱлгер стихотворение наподобие шутки",,ср. айас II 1,"будто, словно, наподобие; ср. айас II 1; jакыган аайлу айдар говорить, будто в назидание; кайкаган аайлу кӧрӧр смотреть, словно удивляясь; ойдык аайлу jep место наподобие впадины; кокыр аайлу ӱлгер стихотворение наподобие шутки",0.7
23,1,paren,,"толковый, разумный; дельный, путный; аайлу-башту уул толковый парень; аайлу-башту куучын дельный разговор",,,"толковый, разумный; дельный, путный; аайлу-башту уул толковый парень; аайлу-башту куучын дельный разговор;",0.9
23,2,paren,,"хороший, нормальный; аайлу-башту јурт хорошая семья; аайлубашту бичиш нормальный почерк",,,"хороший, нормальный; аайлу-башту јурт хорошая семья; аайлубашту бичиш нормальный почерк;",0.9
23,3,dot,нареч.,нареч.,,,нареч.,0.7
23,4,paren,,"толково, разумно, дельно, путно; аайлубашту јартаар толково объяснять; аайлубашту эдер поступать разумно",,,"толково, разумно, дельно, путно; аайлубашту јартаар толково объяснять; аайлубашту эдер поступать разумно;",0.9
23,5,paren,,"хорошо, нормально; Jе кандый да болзо, немени аайлу-башту",,,"хорошо, нормально; Кызы, Jергелей кожо болгон болзо, айылдыҥ да ичи аайлу-башту болор эди (Л. Кокышев) Если бы дочь, Дьергелей, была вместе, ведь и в доме было бы хорошо; Jе кандый да болзо, немени аайлу-башту",0.9
24,1,none,послелог,"послелог по, согласно, в соответствии с чем-л.; кӱнчыгыш аайынча по востоку; улу поэттиҥ айтканы аайынча согласно сказанному великим поэтом; јакылта аайынча в соответствии с заданием",,,"послелог по, согласно, в соответствии с чем-л.; кӱнчыгыш аайынча по востоку; улу поэттиҥ айтканы аайынча согласно сказанному великим поэтом; јакылта аайынча в соответствии с заданием",0.8
25,1,none,,ахать,,,"ахать; …Кам бойы корыккан бойынча, jаман ӱниле кыйгырып, аактап берерде, кӧк бука корколо, там тыҥыда маҥтап берген (Из сказки) …Когда шаман, испугашись, крича нехорошим голосом, заахал, сивый бык с перепугу ещё быстрее стал убегать",0.7
26,1,none,,"старший брат; дядя (почтительное обращение к старшему родственнику); тойго келигер, аакы приходите на свадьбу, дядя",,,"старший брат; дядя (почтительное обращение к старшему родственнику); тойго келигер, аакы приходите на свадьбу, дядя; Аакы бойыныҥ керектӱзин, бескелӱзин база јарт билер (Д. Каинчин) Старший брат ясно знает о своей значимости, весомости",0.7
27,1,paren,,разг. акать; Ондо кем аалайт? Кто там акает?,разг.,,разг. акать; Ондо кем аалайт? Кто там акает?;,0.9
27,2,paren,,переспрашивать (произносить вопрошающее «а?»); Не улам ла аалап туруҥ! Что ты всё время переспрашиваешь!,,,переспрашивать (произносить вопрошающее «а?»); Не улам ла аалап туруҥ! Что ты всё время переспрашиваешь!,0.9
28,1,none,,разг. акать,разг.,,разг. акать; Jаҥыс ла айландыра тайгалар араай аалап-оолоп jадыры (К. Телесов) И только вокруг тайга тихо акает,0.8
29,1,paren,,"разг. взаимн.-совм. от аала-; олор байа бойынча аалашты они всё это время акали; аалашпай, јууктада отурыгар не переспрашивая, садитесь поближе",разг.;взаимн.,,"разг. взаимн.-совм. от аала-; олор байа бойынча аалашты они всё это время акали; аалашпай, јууктада отурыгар не переспрашивая, садитесь поближе;",1.0
29,2,paren,,"перекликаться, кричать «а-а!»; балдар агаш аразында аалашкылады дети перекликались в лесу",,,"перекликаться, кричать «а-а!»; балдар агаш аразында аалашкылады дети перекликались в лесу",0.9
30,1,paren,,"укромный, уединённый; аалга кобы укромная ложбина; аалга jер уединённое место",,,"укромный, уединённый; аалга кобы укромная ложбина; аалга jер уединённое место;",0.8
30,2,paren,,"перен. скрытый, скрытный, тайный; аалга санаалар тайные мысли; аалга кӱӱндер тайные желания",перен.,,"перен. скрытый, скрытный, тайный; аалга санаалар тайные мысли; аалга кӱӱндер тайные желания; Оныҥ jӱзинде алаҥзуныҥ кандый да аалга кӧлӧткӧзи элбес эдип калды (Б. Укачин) На её лице промелькнула какая-то скрытая лары кӧп, агаш-тажы кара jыш... (К. Телесов) …Э-ээй, мужики, уединённых мест Алтая много, леса и горы дремучие…;",1.0
30,3,paren,,"перен. тайна, завеса; келер ӧйдиҥ аалгазын ачарга умзанар пытаться открыть тайну будущего",перен.,,"перен. тайна, завеса; келер ӧйдиҥ аалгазын ачарга умзанар пытаться открыть тайну будущего",1.0
31,1,none,,"уединяться, обособляться",,,"уединяться, обособляться; Кӧп унчукпас, улустаҥ чала аалгаланып jӱрер кижи (Д. Каинчин) Немногословный, немного обособляющийся от людей человек",0.7
32,1,dot,,глупый; аамай кижи глупый человек,,,глупый; аамай кижи глупый человек;,0.8
32,2,dot,,"глупец, дурак; Сен аамай ба? Ты дурак что ли?; ср. тенек, соксоо",,ср. тенек,"глупец, дурак; Сен аамай ба? Ты дурак что ли?; ср. тенек, соксоо; ♦ Аамайдыҥ сӧзи кезем (Посл.) Речь глупца резка",0.9
33,1,none,,"глупить, придуриваться; Болор, аамайзыба! Хватит, не глупи!",С.,ср. тенекси-,"глупить, придуриваться; ср. тенекси-, јӱӱлгекси-; Болор, аамайзыба! Хватит, не глупи!; Айгӱн шымыранды: «Аамайзып турган немеҥ не!» (С. Манитов) Айгюн прошептал: «Что ты придуриваешься!»",0.8
34,1,none,,см. аамай,,см. аамай,см. аамай,0.4
35,1,none,,"глупеть, дуреть, тупеть; лишаться разума",,ср. айма-,"глупеть, дуреть, тупеть; лишаться разума; ср. айма-, јӱӱл-; «Карыган сайын там ла аамайтып туру ба бу?» — деп, Кӱjeй jepгe тӱкӱреле, ары кӧрди (Э. Палкин) Сказав: «С возрастом этот всё больше тупеет что ли?», Кюдей, сплюнув на землю, отвернулась",0.7
36,1,none,,"понуд. от аамайтызаставлять глупеть, дуреть, тупеть; лишать разума; оору оны аамайтыдып салган болезнь лишила его разума",понуд.,ср. аймат-,"понуд. от аамайтызаставлять глупеть, дуреть, тупеть; лишать разума; ср. аймат-, јӱӱлт-; оору оны аамайтыдып салган болезнь лишила его разума",0.8
37,1,paren,,"страшный, грозный, ужасающий",,,"страшный, грозный, ужасающий; аар-калап ӧштӱ грозный враг; Je ол тушта бис аар-калап кӱчтӱ эки букага тӱҥей эмес, jӱк ле эки пӧтӱгешке тӱҥей болгоныс (Б. Укачин) Но тогда мы были похожи не на двух ужасающе сильных быков, а всего лишь были похожи на двух петушков;",0.9
37,2,paren,,огромный; аар-калап тамаштарлу айу медведь с огромными лапами,,,огромный; аар-калап тамаштарлу айу медведь с огромными лапами,0.8
38,1,none,,страшная сила; аар-кӱчтӱ кижи человек со страшной силой - жество народа,,,страшная сила; аар-кӱчтӱ кижи человек со страшной силой - жество народа,0.6
39,1,none,,"страшная беда, проблема",,,"страшная беда, проблема; Ой, баш болзын шак ол коҥыр атка. Божонгон кийнинде ойто тудуп алатаны — аар-чак! (Б. Укачин) Ой, упаси боже эту самую каурую лошадь. Если отвяжется, обратно поймать [её] — страшная проблема",0.7
40,1,none,,"очень шустрый, бойкий; аар-шулмус таҥма очень бойкий удалец",,,"очень шустрый, бойкий; аар-шулмус таҥма очень бойкий удалец",0.6
41,1,none,,"аарчы (молочный продукт в виде творожистого осадка, остающегося после перегонки араки); аарчы белетеер готовить аарчы",,,"аарчы (молочный продукт в виде творожистого осадка, остающегося после перегонки араки); аарчы белетеер готовить аарчы",0.7
42,1,none,,собир. аарчы и курут (молочные продукты),собир.,,"собир. аарчы и курут (молочные продукты); Ого коштой кажызы ла аракы, быштак, аарчы-курут белетеер дежип куучындажып алган (И. Шинжин) Кроме того, договорились о том, что каждый из них приготовит араку, быштак, аарчы и курут",0.8
43,1,paren,,"старший брат отца; дядя (по отцовской линии); ср. абаай, абагай; тойды абабыс башкарды свадьбой руководил наш дядя",,ср. абаай,"старший брат отца; дядя (по отцовской линии); ср. абаай, абагай; тойды абабыс башкарды свадьбой руководил наш дядя;",0.9
43,2,paren,,старшая сестра отца; тётя (по отцовской линии),,,старшая сестра отца; тётя (по отцовской линии); мениҥ абам моя тётя;,0.8
43,3,paren,,эвф. дядя; тётя (почтительное обращение к старшим),эвф.,,эвф. дядя; тётя (почтительное обращение к старшим);,0.9
43,4,paren,,"эвф. медведь; ср. абаай, абагай",эвф.,ср. абаай,"эвф. медведь; ср. абаай, абагай",0.9
44,1,paren,,"старший брат отца; дядя (по отцовской линии); ср. аба, абагай",,ср. аба,"старший брат отца; дядя (по отцовской линии); ср. аба, абагай; Кабайды дезе мениҥ абаайым, ӱлӱп сӧӧктӱ Кару Мендешевич Сабашкин jазап берген (И. Сабашкин) А колыбель сделал мой дядя, Кару Мендешевич Сабашкин, из рода улюп;",0.9
44,2,paren,,эвф. медведь; ср. абагай,эвф.,ср. абагай,эвф. медведь; ср. абагай,0.9
45,1,paren,,старший брат отца; дядя (по отцовской линии),Ч.,,"старший брат отца; дядя (по отцовской линии); Абагайым кудайзак та болзо, ачызын куурмактарга келген турбай (Ч. Чунижеков) Хотя старший брат моего отца и набожный, оказывается, пришёл обмануть младшего брата;",1.0
45,2,paren,,эвф. медведь,эвф.,ср. аба 1,"эвф. медведь; ср. аба 1, 4, абаай - јыштыҥ балазы дитя дремучей тайги",0.9
46,1,paren,,"высок. супруга, жена; каанныҥ абакайы супруга царя",высок.,,"высок. супруга, жена; каанныҥ абакайы супруга царя;",0.9
46,2,paren,,высок. знатная женщина; дама,высок.,,"высок. знатная женщина; дама; Сениҥ чечектериҥ кандый кӧп. Кажы, бирӱзин чачыҥа тагып берейин. Индияныҥ абакайына тӱҥей боло берериҥ! (Л. Кокышев) Твоих цветов как много. Давай, один из них прикреплю к твоим волосам. Станешь похожей на знатную женщину Индии!;",1.0
46,3,paren,,карт. дама; абакайла јиир крыть дамой,карт.,,карт. дама; абакайла јиир крыть дамой,0.9
47,1,none,,"широкая, бескрайняя степь",,,"широкая, бескрайняя степь; Алтай jepинeҥ ырап, аба-чӧлдӧрдӧ jyyлажып, ӧскӧ калыктардыҥ jадынjӱрӱмин де кӧрӱп jӱpгeни кирелӱ бе? (Э. Палкин) Разве плохо, что, отдалившись от Алтая, воюя в широких степях, видел и жизнь других народов?",0.7
48,1,none,,абзац,,,абзац; јаҥы абзац новый абзац,0.6
49,1,none,,абонемент; библиотеканыҥ абонементи абонемент библиотеки,,,абонемент; библиотеканыҥ абонементи абонемент библиотеки,0.6
50,1,paren,,"телега, повозка; ср. терген; агаш абра деревянная телега",,ср. терген,"телега, повозка; ср. терген; агаш абра деревянная телега;",0.8
50,2,paren,,колесница; jебрен абра древняя колесница,,,колесница; jебрен абра древняя колесница,0.8
51,1,paren,,"миф. абра (водяное чудовище, живущее в море Бай-Тенгис около места пребывания Эрлика)",миф.,,"миф. абра (водяное чудовище, живущее в море Бай-Тенгис около места пребывания Эрлика);",1.0
51,2,paren,,рел. абра (изображение мифического чудовища в виде жгута с пучками перьев совы и медной бляхой — украшение ритуальной одежды шамана),рел.,,рел. абра (изображение мифического чудовища в виде жгута с пучками перьев совы и медной бляхой — украшение ритуальной одежды шамана),1.0
52,1,none,,"запрягать телегу, повозку; атты абралаар запрягать лошадь в телегу",,,"запрягать телегу, повозку; атты абралаар запрягать лошадь в телегу",0.6
53,1,none,,обрат; бозуларды абратла азыраар кормить телят обратом,,,обрат; бозуларды абратла азыраар кормить телят обратом,0.6
