entry_id,sense_id,sense_group,pos,gloss_ru,labels,refs,raw_block,confidence_parse
21,4,dot,нареч.,"нареч. сносно, терпимо, нормально; оныҥ айалгазы аайлу эмтир его положение терпимо, оказывается",,,"нареч. сносно, терпимо, нормально; оныҥ айалгазы аайлу эмтир его положение терпимо, оказывается; ♦ не аайлу",1.00
21,5,paren,,как сильно,,,как сильно;,0.80
21,6,paren,,как много,,,как много,0.60
22,1,none,,"будто, словно, наподобие; ср. айас II 1; jакыган аайлу айдар говорить, будто в назидание; кайкаган аайлу кӧрӧр смотреть, словно удивляясь; ойдык аайлу jep место наподобие впадины; кокыр аайлу ӱлгер стихотворение наподобие шутки",,ср. айас II 1,"будто, словно, наподобие; ср. айас II 1; jакыган аайлу айдар говорить, будто в назидание; кайкаган аайлу кӧрӧр смотреть, словно удивляясь; ойдык аайлу jep место наподобие впадины; кокыр аайлу ӱлгер стихотворение наподобие шутки",0.70
23,1,paren,,"толковый, раз- умный; дельный, путный; аайлу-башту уул толковый парень; аайлу-башту куучын дельный разговор",,,"толковый, раз- умный; дельный, путный; аайлу-башту уул толковый парень; аайлу-башту куучын дельный разговор;",0.90
23,2,paren,,"хороший, нормальный; аайлу-башту јурт хорошая семья; аайлу- башту бичиш нормальный почерк",,,"хороший, нормальный; аайлу-башту јурт хорошая семья; аайлу- башту бичиш нормальный почерк;",0.90
23,3,dot,нареч.,нареч.,,,нареч.,0.70
23,4,paren,,"толково, разумно, дельно, путно; аайлу- башту јартаар толково объяснять; аайлу- башту эдер поступать разумно",,,"толково, разумно, дельно, путно; аайлу- башту јартаар толково объяснять; аайлу- башту эдер поступать разумно;",0.90
23,5,paren,,"хорошо, нормально; Jе кандый да болзо, немени аайлу-башту",,,"хорошо, нормально; Кызы, Jергелей кожо болгон болзо, айылдыҥ да ичи аайлу-башту болор эди (Л. Кокышев) Если бы дочь, Дьергелей, была вместе, ведь и в доме было бы хорошо; Jе кандый да болзо, немени аайлу-башту",0.90
24,1,none,послелог,"послелог по, согласно, в со- ответствии с чем-л.; кӱнчыгыш аайынча по востоку; улу поэттиҥ айтканы аайынча со- гласно сказанному великим поэтом; јакылта аайынча в соответствии с заданием",,,"послелог по, согласно, в со- ответствии с чем-л.; кӱнчыгыш аайынча по востоку; улу поэттиҥ айтканы аайынча со- гласно сказанному великим поэтом; јакылта аайынча в соответствии с заданием",0.80
25,1,none,,ахать,,,"ахать; …Кам бойы корыккан бойынча, jаман ÿниле кыйгырып, аактап берерде, кӧк бука корколо, там тыҥыда маҥтап берген (Из сказки) …Когда шаман, испугашись, крича нехорошим голосом, за- ахал, сивый бык с перепугу ещё быстрее стал убегать",0.70
26,1,none,,"старший брат; дядя (почтитель- ное обращение к старшему родственнику); тойго келигер, аакы приходите на свадь- бу, дядя",,,"старший брат; дядя (почтитель- ное обращение к старшему родственнику); тойго келигер, аакы приходите на свадь- бу, дядя; Аакы бойыныҥ керектӱзин, бескелӱзин база јарт билер (Д. Каинчин) Старший брат ясно знает о своей значимости, весомости",0.70
27,1,paren,,разг. акать; Ондо кем аалайт? Кто там акает?,разг.,,разг. акать; Ондо кем аалайт? Кто там акает?;,0.90
27,2,paren,,переспрашивать (произно- сить вопрошающее «а?»); Не улам ла аалап туруҥ! Что ты всё время переспрашиваешь!,,,переспрашивать (произно- сить вопрошающее «а?»); Не улам ла аалап туруҥ! Что ты всё время переспрашиваешь!,0.90
28,1,none,,разг. акать,разг.,,разг. акать; Jаҥыс ла айландыра тайгалар араай аалап-оолоп jадыры (К. Телесов) И только вокруг тайга тихо акает,0.80
29,1,paren,,"разг. взаимн.-совм. от аала-; олор байа бойынча аалашты они всё это время акали; аалашпай, јууктада от- урыгар не переспрашивая, садитесь побли- же",разг.;взаимн.,,"разг. взаимн.-совм. от аала-; олор байа бойынча аалашты они всё это время акали; аалашпай, јууктада от- урыгар не переспрашивая, садитесь побли- же;",1.00
29,2,paren,,"перекликаться, кричать «а-а!»; балдар агаш аразында аалашкылады дети пере- кликались в лесу",,,"перекликаться, кричать «а-а!»; балдар агаш аразында аалашкылады дети пере- кликались в лесу",0.90
30,1,paren,,"укромный, уединённый; аалга кобы укромная ложбина; аалга jер уединённое место",,,"укромный, уединённый; аалга кобы укромная ложбина; аалга jер уединённое место;",0.80
30,2,paren,,"перен. скрытый, скрыт- ный, тайный; аалга санаалар тайные мыс- ли; аалга кÿÿндер тайные желания",перен.,,"перен. скрытый, скрыт- ный, тайный; аалга санаалар тайные мыс- ли; аалга кÿÿндер тайные желания; Оныҥ jӱзинде алаҥзуныҥ кандый да аалга кӧлӧткӧзи элбес эдип калды (Б. Укачин) На её лице промелькнула какая-то скрытая лары кöп, агаш-тажы кара jыш... (К. Теле- сов) …Э-ээй, мужики, уединённых мест Ал- тая много, леса и горы дремучие…;",1.00
30,3,paren,,"перен. тайна, завеса; келер ӧйдиҥ аалгазын ачарга умзанар пытаться открыть тайну будущего",перен.,,"перен. тайна, завеса; келер ӧйдиҥ аалгазын ачарга умзанар пытаться открыть тайну будущего",1.00
31,1,none,,"уединяться, обособляться",,,"уединяться, обособляться; Кöп унчукпас, улустаҥ чала аалгаланып jӱрер кижи (Д. Каинчин) Немногословный, немного обособляющийся от людей человек",0.70
32,1,dot,,глупый; аамай кижи глу- пый человек,,,глупый; аамай кижи глу- пый человек;,0.80
32,2,dot,,"глупец, дурак; Сен аамай ба? Ты дурак что ли?; ср. тенек, соксоо",,ср. тенек,"глупец, дурак; Сен аамай ба? Ты дурак что ли?; ср. тенек, соксоо; ♦ Аамайдыҥ сöзи кезем (Посл.) Речь глупца резка",0.90
33,1,none,,"глупить, придуриваться; Болор, аамайзы- ба! Хватит, не глупи!",С.,ср. тенекси-,"глупить, придуриваться; ср. тенекси-, јӱӱлгекси-; Болор, аамайзы- ба! Хватит, не глупи!; Айгÿн шымыранды: «Аамайзып турган немеҥ не!» (С. Манитов) Айгюн прошептал: «Что ты придуриваешь- ся!»",0.80
34,1,none,,см. аамай,,см. аамай,см. аамай,0.40
35,1,none,,"глупеть, дуреть, тупеть; лишаться разума",,ср. айма-,"глупеть, дуреть, тупеть; лишаться разума; ср. айма-, јӱӱл-; «Кары- ган сайын там ла аамайтып туру ба бу?» — деп, Кӱjeй jepгe тӱкӱреле, ары кӧрди (Э. Палкин) Сказав: «С возрастом этот всё больше тупеет что ли?», Кюдей, сплюнув на землю, отвернулась",0.70
36,1,none,,"понуд. от аамайты- за- ставлять глупеть, дуреть, тупеть; лишать раз- ума; оору оны аамайты- дып салган болезнь лишила его разума",понуд.,ср. аймат-,"понуд. от аамайты- за- ставлять глупеть, дуреть, тупеть; лишать раз- ума; ср. аймат-, јӱӱлт-; оору оны аамайты- дып салган болезнь лишила его разума",0.80
37,1,paren,,"страшный, грозный, ужасающий",,,"страшный, грозный, ужасающий; аар-калап ӧштӱ грозный враг; Je ол тушта бис аар-калап кӱчтӱ эки бука- га тӱҥей эмес, jӱк ле эки пӧтӱгешке тӱҥей болгоныс (Б. Укачин) Но тогда мы были по- хожи не на двух ужасающе сильных быков, а всего лишь были похожи на двух петушков;",0.90
37,2,paren,,огромный; аар-калап тамаштарлу айу медведь с огромными лапами,,,огромный; аар-калап тамаштарлу айу медведь с огромными лапами,0.80
38,1,none,,страшная сила; аар-кӱчтӱ кижи человек со страшной силой - жество народа,,,страшная сила; аар-кӱчтӱ кижи человек со страшной силой - жество народа,0.60
39,1,none,,"страшная беда, проблема",,,"страшная беда, проблема; Ой, баш болзын шак ол коҥыр атка. Божонгон кийнинде ойто тудуп алатаны — аар-чак! (Б. Укачин) Ой, упаси боже эту самую каурую лошадь. Если отвяжется, обратно поймать [её] — страшная проблема",0.70
40,1,none,,"очень шустрый, бой- кий; аар-шулмус таҥма очень бойкий удалец",,,"очень шустрый, бой- кий; аар-шулмус таҥма очень бойкий удалец",0.60
41,1,none,,"аарчы (молочный продукт в виде творожистого осадка, остающегося после перегонки араки); аарчы белетеер готовить аарчы",,,"аарчы (молочный продукт в виде творожистого осадка, остающегося после перегонки араки); аарчы белетеер готовить аарчы",0.70
42,1,none,,собир. аарчы и курут (молочные продукты),собир.,,"собир. аарчы и курут (молочные продукты); Ого коштой кажызы ла аракы, быштак, аарчы-курут белетеер дежип куучындажып алган (И. Шинжин) Кроме того, договорились о том, что каждый из них приготовит араку, быштак, аарчы и ку- рут",0.80
43,1,paren,,"старший брат отца; дядя (по от- цовской линии); ср. абаай, абагай; тойды абабыс башкарды свадьбой руководил наш дядя",,ср. абаай,"старший брат отца; дядя (по от- цовской линии); ср. абаай, абагай; тойды абабыс башкарды свадьбой руководил наш дядя;",0.90
43,2,paren,,старшая сестра отца; тётя (по от- цовской линии),,,старшая сестра отца; тётя (по от- цовской линии); мениҥ абам моя тётя;,0.80
43,3,paren,,эвф. дядя; тётя (почтительное обращение к стар- шим),эвф.,,эвф. дядя; тётя (почтительное обращение к стар- шим);,0.90
43,4,paren,,"эвф. медведь; ср. абаай, абагай",эвф.,ср. абаай,"эвф. медведь; ср. абаай, абагай",0.90
44,1,paren,,"старший брат отца; дядя (по отцовской линии); ср. аба, абагай",,ср. аба,"старший брат отца; дядя (по отцовской линии); ср. аба, абагай; Ка- байды дезе мениҥ абаайым, ÿлÿп сööктÿ Кару Мендешевич Сабашкин jазап берген (И. Сабашкин) А колыбель сделал мой дядя, Кару Мендешевич Сабашкин, из рода улюп;",0.90
44,2,paren,,эвф. медведь; ср. абагай,эвф.,ср. абагай,эвф. медведь; ср. абагай,0.90
45,1,paren,,старший брат отца; дядя (по отцовской линии),Ч.,,"старший брат отца; дядя (по отцовской линии); Абагайым кудайзак та болзо, ачызын куурмактарга келген тур- бай (Ч. Чунижеков) Хотя старший брат моего отца и набожный, оказывается, пришёл обма- нуть младшего брата;",1.00
45,2,paren,,эвф. медведь,эвф.,ср. аба 1,"эвф. медведь; ср. аба 1, 4, абаай - јыштыҥ балазы дитя дремучей тайги",0.90
46,1,paren,,"высок. супруга, жена; каан- ныҥ абакайы супруга царя",высок.,,"высок. супруга, жена; каан- ныҥ абакайы супруга царя;",0.90
46,2,paren,,высок. знат- ная женщина; дама,высок.,,"высок. знат- ная женщина; дама; Сениҥ чечектериҥ кандый кӧп. Кажы, бирÿзин чачыҥа та- гып берейин. Индияныҥ абакайына тÿҥей боло берериҥ! (Л. Кокышев) Твоих цветов как много. Давай, один из них прикреплю к твоим волосам. Станешь похожей на знатную женщину Индии!;",1.00
46,3,paren,,карт. дама; абакайла јиир крыть дамой,карт.,,карт. дама; абакайла јиир крыть дамой,0.90
47,1,none,,"широкая, бескрайняя степь",,,"широкая, бескрайняя степь; Алтай jepинeҥ ырап, аба-чӧлдӧрдӧ jyyлажып, ӧскӧ калыктардыҥ jадын- jӱрӱмин де кӧрӱп jӱpгeни кирелӱ бе? (Э. Палкин) Разве плохо, что, отдалившись от Алтая, воюя в широких степях, видел и жизнь других народов?",0.70
48,1,none,,абзац,,,абзац; јаҥы абзац новый абзац,0.60
49,1,none,,абонемент; библиотека- ныҥ абонементи абонемент библиотеки,,,абонемент; библиотека- ныҥ абонементи абонемент библиотеки,0.60
50,1,paren,,"телега, повозка; ср. терген; агаш абра деревянная телега",,ср. терген,"телега, повозка; ср. терген; агаш абра деревянная телега;",0.80
50,2,paren,,колесница; jебрен абра древняя колесница,,,колесница; jебрен абра древняя колесница,0.80
51,1,paren,,"миф. абра (водяное чудовище, живущее в море Бай-Тенгис около места пре- бывания Эрлика)",миф.,,"миф. абра (водяное чудовище, живущее в море Бай-Тенгис около места пре- бывания Эрлика);",1.00
